symbol,market_type,side,timeframe,regime_ok,mtf_ok,adx_min_cfg,atr_min_pct_cfg,bb_bw_min_pct_cfg,chop_max_cfg,don_len_cfg,breakout_buffer_pct_cfg,volume_mult_cfg,rsi_long_cfg,rsi_short_cfg,mtf_confirm_cfg,adx,atr_pct,bb_bw_pct,chop,rsi,rvol,don_ok,rsi_ok,pchg,pchg_ok,signal_now,ts
MKR/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,68.65255308619845,0.17473992718395717,0.5097590326508937,33.34384278306015,28.472222194539853,0.08926147156580133,False,False,-0.0018628364135497844,False,False,2025-08-11T15:11:33.404375+00:00
LPT/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,67.62941622411626,0.14980093093880315,0.9704927837137917,32.73763336540973,16.393438860521897,0.014193730318990516,False,False,-0.0015042117930204046,False,False,2025-08-11T15:11:33.424381+00:00
HBAR/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,76.56681728220376,0.15781444041465886,0.8608034668159514,41.785546436529685,30.10019351079879,0.05380974031183879,False,False,-0.0031931249260852557,False,False,2025-08-11T15:11:33.442425+00:00
DOGE/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,80.88267579454822,0.19700984974421318,0.9273276463368375,43.12098267561511,32.35277465483604,0.3672280188226621,False,False,-0.0012718182615560902,False,False,2025-08-11T15:11:33.460358+00:00
ETHFI/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,82.58583596150743,0.28049798602603576,1.6085736784646694,35.65604028017487,27.999984320008068,0.022946492029646454,False,False,-0.004870129870129913,False,False,2025-08-11T15:11:33.479367+00:00
CVX/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,57.09966949254932,0.1675429778824524,0.8560010643963047,44.75587927179655,31.249993164064776,0.0509874249048497,False,False,-0.003625651484251091,False,False,2025-08-11T15:11:33.496860+00:00
BANANA/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,68.27993042293785,0.1598384179045642,0.985283158682672,26.264953503718747,16.66666588888755,1.4703287764588278,False,False,-0.006203955021326091,False,False,2025-08-11T15:11:33.514464+00:00
LINK/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,51.69894065753706,0.18813513536264434,0.6740604362000434,48.537552825683015,43.478258223062404,0.3736234489773087,False,False,-0.001845869866174521,False,False,2025-08-11T15:11:33.532092+00:00
CAKE/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,62.22203447518651,0.1123843858422493,0.590666665197094,43.8585693346715,28.571409523821913,0.07478165938851873,False,False,-0.001814882032667886,False,False,2025-08-11T15:11:33.550020+00:00
OMNI/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,68.81171917223956,0.11792449951097664,0.5781672081627728,49.232844226225694,49.999988333336056,0.04346070167661973,False,False,0.0022123893805310324,False,False,2025-08-11T15:11:33.568168+00:00
ORDI/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,75.77912716963009,0.21585134032334605,1.1379755598597743,35.60163636821779,20.149251626198037,0.7636800962076725,False,False,-0.0032907857997608314,False,False,2025-08-11T15:11:33.586024+00:00
YFI/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,76.32989237385087,0.11736197526912111,0.7024691227993816,27.811793508373842,14.999999994749999,0.10059425919537612,False,False,-0.002614151272220311,False,False,2025-08-11T15:11:33.603617+00:00
DASH/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,44.73585189237799,0.13932525786138733,0.58056445680587,46.5569809010328,37.03703511659759,0.0,False,False,-0.001718951439621752,False,False,2025-08-11T15:11:33.622080+00:00
ATOM/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,58.156432985376675,0.15051335269522387,0.701536897343193,40.425934608592,39.655162841857425,0.009259259259248281,False,False,-0.001971090670170761,False,False,2025-08-11T15:11:33.641502+00:00
CRV/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,52.30934156396193,0.22373136721382647,0.363653094390655,55.99456103119034,47.435812294696106,0.394837230280235,False,False,-0.0005229031583351418,False,False,2025-08-11T15:11:33.660529+00:00
NMR/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,67.3036758335404,0.07915076384202642,1.1958945590505488,19.35636706461691,0.0,0.0,False,False,-0.0034129692832763903,False,False,2025-08-11T15:11:33.679199+00:00
ALCX/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,49.88035983058292,0.13477309125858145,0.8554366517797486,49.232844226225275,30.76922745562166,0.0,False,False,-0.0019379844961240345,False,False,2025-08-11T15:11:33.697376+00:00
TON/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,58.7755375323497,0.14822579620591878,0.6423779548408517,41.02267636146757,27.586193579078383,0.02855921862787011,False,False,-0.003556609365737984,False,False,2025-08-11T15:11:33.715156+00:00
OP/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,63.10315747234412,0.20377731739970928,0.9286194558168464,39.7801939623543,36.36359008270353,0.015109340681623323,False,False,-0.001310615989515096,False,False,2025-08-11T15:11:33.733349+00:00
ONDO/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,68.27817809431738,0.17893667917098857,1.1125267159105106,38.079006216104254,26.050389520549572,0.18495585691667835,False,False,-0.0026908511062389007,False,False,2025-08-11T15:11:33.751055+00:00
BCH/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,52.79888178029845,0.12725273054337446,0.5945150444231855,44.378838169220785,60.78431355863059,0.1830080172139149,False,True,-0.001530091805508449,False,False,2025-08-11T15:11:33.768656+00:00
KSM/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,54.17016598330107,0.07782324036475607,0.668997979171387,28.56216096246226,19.99999720000004,0.0,False,False,-0.0013210039630119352,False,False,2025-08-11T15:11:33.787221+00:00
ZEN/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,58.18474751479949,0.15958164870568736,0.7818434786604775,52.529907007438375,30.769227455622186,0.0,False,False,-0.001203369434416346,False,False,2025-08-11T15:11:33.805186+00:00
SOL/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,92.55298093895885,0.169910912687903,0.8583272049376666,35.851577925432146,24.571428374857533,0.6077574458055838,False,False,-0.003080369644357428,False,False,2025-08-11T15:11:33.824190+00:00
ZORA/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,39.00267944486383,0.5401033647894319,1.10499364403268,62.69767974004511,51.83030334792927,0.07365633824575171,False,False,-0.0021862702229997755,False,False,2025-08-11T15:11:37.630474+00:00
ZRO/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,63.851362659973944,0.3597279814584784,2.631219180841174,35.08678716832227,20.634916049383662,0.23165125014095736,False,True,0.0018126888217522286,False,False,2025-08-11T15:11:37.648278+00:00
AVAAI/USDT:USDT,,,1m,True,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,67.06480290603288,0.5256257123240291,2.9043336151996444,41.74361796623997,30.85689600197503,0.19099730025370726,False,True,-0.0012357884330203017,False,False,2025-08-11T15:11:37.666042+00:00
STG/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,65.48202757756998,0.2459237098482323,1.2003397575034884,52.0280146612058,35.41656336835683,0.15691864137740966,False,True,-0.002707092582566295,False,False,2025-08-11T15:11:37.683323+00:00
MLN/USDT:USDT,,,1m,True,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,58.423144313220305,0.46061816627332797,1.8667346072689168,37.93452733856227,67.39130092942656,1.9579135086924668,False,False,0.015983472871588633,False,False,2025-08-11T15:11:37.703548+00:00
LDO/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,45.793850134034116,0.5427314641929633,1.5108368226322113,57.54379650067355,46.08207751587532,0.10483659713854197,False,False,-0.0017079419299743659,False,False,2025-08-11T15:11:37.722113+00:00
BIO/USDT:USDT,,,1m,True,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,88.37406870160032,0.5099310870159105,4.313725314789011,40.122115031672955,21.370907420825915,0.2531234375782088,False,True,-0.0005722226763672511,False,False,2025-08-11T15:11:37.740729+00:00
ZKJ/USDT:USDT,,,1m,True,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,62.812417785751755,0.5155844120072062,2.157047461005935,36.67271165498886,61.818103140595895,0.055628000148037954,False,False,-0.0022172949002217113,False,False,2025-08-11T15:11:37.759131+00:00
AERO/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,93.74827090218898,0.23323479280229872,1.6646968451751825,22.062669044457138,4.827581545782806,0.49017229348931063,False,True,-0.006746692368351903,False,False,2025-08-11T15:11:37.776688+00:00
SPK/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,59.60693145827662,0.2127091880944594,1.1437272834192505,47.58509252899036,40.35054683762826,0.10274341804802403,False,True,0.0031216466686176947,False,False,2025-08-11T15:11:37.794024+00:00
FARTCOIN/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,55.91424469734733,0.3006370780872039,1.0016293347379726,52.42331813780519,33.333308243746686,0.14987660404957623,False,True,-0.004637096774193439,False,False,2025-08-11T15:11:37.811246+00:00
ILV/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,52.16973987677974,0.20039565228224657,0.5990957179645064,47.88422081045858,35.75129274342946,0.23687150837944718,False,True,-0.002687710870932558,False,False,2025-08-11T15:11:37.829185+00:00
LISTA/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,53.05395461723042,0.26452057983153154,0.9727390649034785,55.02920730878582,53.48819794540168,0.33211978860833224,False,False,-0.0034667507091082905,False,False,2025-08-11T15:11:37.846671+00:00
DOLO/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,44.96520542994898,0.4621569326967892,1.526018579191358,50.93773061189529,36.57736226687473,0.4701932084852108,False,True,-0.0038197210232850942,False,False,2025-08-11T15:11:37.865079+00:00
ASR/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,45.78756740415955,0.22547793496281696,0.6729816784201286,48.57725143399614,37.499994951923746,0.04894111570244773,False,True,-0.0015741270749857206,False,False,2025-08-11T15:11:37.886553+00:00
B/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,86.80995405349863,0.3296214954774169,1.5360070018731078,42.77833087778884,25.092915037124413,0.5547042970050841,False,True,-0.006975400974482793,False,False,2025-08-11T15:11:37.907798+00:00
METIS/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,49.895050159689845,0.2286024334524381,1.0038534034129072,40.95828837967218,29.99999859999899,0.7882164496079935,False,True,-0.005013927576601684,False,False,2025-08-11T15:11:37.925709+00:00
ALPINE/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,49.00821923401824,1.5720085577095835,4.298821989785947,51.34511461279679,36.88072920797981,0.18744956879531383,False,True,-0.016707087038534074,False,False,2025-08-11T15:11:37.943437+00:00
XTZ/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,53.59554855877728,0.2700115216620197,1.0485600013529577,47.4700929925613,33.33330222225126,0.023198472755708847,False,True,-0.003597122302158251,False,False,2025-08-11T15:11:37.960827+00:00
SUSHI/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,70.5525710568668,0.24802660875154336,1.0883556901427558,43.00702073055953,31.896513228345924,0.1551938897025568,False,True,-0.003699284009546555,False,False,2025-08-11T15:11:37.978198+00:00
GMX/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,59.21967774452322,0.2330855082573038,1.0514351334910081,34.267067852889106,27.44360757815693,1.0277165578238818,False,True,-0.0058032806300704065,False,False,2025-08-11T15:11:37.995946+00:00
COW/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,68.65757319377342,0.19506112143725834,0.5393452760341142,65.59671243155515,43.13713648629213,0.2022405193571292,False,False,-0.0009937888198757738,False,False,2025-08-11T15:11:38.013878+00:00
RPL/USDT:USDT,,,1m,True,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,51.84133456582793,0.48925043071209684,2.7462666752948945,37.6745234817925,16.465862528024374,0.04540705137772177,False,True,-0.0034598085572598025,False,False,2025-08-11T15:11:38.031713+00:00
SSV/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,60.705027731613214,0.30514426586560883,1.581515363693551,41.29063986960297,33.45323572537656,0.19511584067350737,False,True,-0.00601447232402974,False,False,2025-08-11T15:11:38.049319+00:00
CYBER/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,67.50432446055672,0.21010730211737674,1.1803537752903492,49.72178414773085,33.333313888900236,0.0011371859815978713,False,True,-0.0005246589716683125,False,False,2025-08-11T15:11:38.071651+00:00
TAO/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,80.06581824766576,0.1873369964297803,1.0640692341774296,39.57282088528898,23.848238391903593,0.214548789680652,False,True,-0.0010795929934414028,False,False,2025-08-11T15:11:38.092784+00:00
HYPER/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,65.85852157422198,0.19396626791451343,0.9023069700741444,43.49596065206467,28.33326722237571,0.5334978174226482,False,True,-0.003493013972055925,False,False,2025-08-11T15:11:38.112831+00:00
ERA/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,71.81624391912142,0.1917268070144578,1.1564711348395305,34.95894727173171,19.327708353956254,0.12411599782398425,False,True,-0.0037467576136036573,False,False,2025-08-11T15:11:38.131621+00:00
TRUMP/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,76.73372748679223,0.1233122658352661,0.4809763474529326,44.5908108289926,25.925919204390823,0.2686607533437565,False,True,-0.001783524690669891,False,False,2025-08-11T15:11:38.149713+00:00
WIF/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,76.01731200905107,0.3071168076950812,1.3400040763016516,39.30355474479346,25.165539581619086,0.4081171291742561,False,True,-0.0033876773237349056,False,False,2025-08-11T15:11:38.167967+00:00
M/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,41.965896106901894,0.22468115788973042,0.5116921513437859,61.866589871937016,49.03839552523662,0.362132973337818,False,False,-0.0021743857360295715,False,False,2025-08-11T15:11:38.186169+00:00
LQTY/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,70.5818234530573,0.2997088075009594,2.1081334380465355,27.949333834225822,10.99999230000627,0.2768531238981828,False,True,-0.0065994154803430405,False,False,2025-08-11T15:11:38.203678+00:00
ENS/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,83.03000036283065,0.24759610119436387,1.416911850819259,40.42210265043896,24.504949645867697,0.12635012930813772,False,True,-0.002301944257534383,False,False,2025-08-11T15:11:38.221488+00:00
SANTOS/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,45.94187085175825,0.7930068371837785,1.1892963330029638,53.15624057608558,58.035707031250915,0.08584489036955212,False,False,0.0037581141100102577,False,False,2025-08-11T15:11:38.240077+00:00
MOVR/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,69.78774284621142,0.15311050543652022,0.8742060313604076,33.10769749676957,18.46153448520829,0.17484562885814203,False,True,-0.0032578113431067646,False,False,2025-08-11T15:11:38.258313+00:00
KAVA/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,62.419737983917976,0.08503644422195512,0.3474505718677204,41.62896638657899,39.999720001959425,0.16066305387311713,False,True,-0.0013255567338281704,False,False,2025-08-11T15:11:38.275858+00:00
AR/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,81.34742828422964,0.24153166208027,1.3818702677158972,34.37432897462451,20.90908824793405,0.48158305102921806,False,True,-0.0037130354064448534,False,False,2025-08-11T15:11:38.294057+00:00
1000BONK/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,69.45911027084637,0.3249484374069904,1.478362638175439,47.05933213370391,29.56267087819029,0.16435780578955245,False,True,-0.0030823765122909297,False,False,2025-08-11T15:11:38.311662+00:00
TREE/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,49.11102611116777,0.25500000657565997,1.0212949340872837,47.21144135230357,35.13506866338341,0.3050274432873485,False,True,0.0007253384912959682,False,False,2025-08-11T15:11:38.330032+00:00
POPCAT/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,78.26397454005674,0.28769163845154117,1.9381246168237776,35.88128574206038,22.727224518009095,0.1529386238507214,False,True,-0.002831969792322253,False,False,2025-08-11T15:11:38.348536+00:00
AAVE/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,76.27653169320014,0.17685879819916758,1.0353686467286791,40.55583786945148,24.809160172776203,0.7097255617267064,False,True,0.00013538669825696736,False,False,2025-08-11T15:11:38.366109+00:00
PROM/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,74.04855676975058,0.1990760229331948,2.083789726376249,24.15928302315852,75.40106387371739,0.720556997874155,False,False,-0.0005599104143335643,False,False,2025-08-11T15:11:38.383293+00:00
NEAR/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,86.61103563927146,0.19827475796338864,1.2335850564636592,34.72037994747624,18.518508916329566,0.9522099608804534,False,True,-0.0026276276276276933,False,False,2025-08-11T15:11:38.401538+00:00
OM/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,53.95163755595524,0.231110480086846,1.0439483978544861,40.353623762311514,27.72267620854774,0.16713841256161063,False,True,-0.00396361963407299,False,False,2025-08-11T15:11:38.419109+00:00
1000PEPE/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,75.56891847834785,0.22931717232371351,1.1567647792926536,42.770387571981345,28.79894854845496,0.29038448242401044,False,True,-0.0016850000432051537,False,False,2025-08-11T15:11:38.437733+00:00
ENA/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,45.15371563597477,0.289609229899764,0.5899269559394942,69.86731957587868,50.331079163237824,0.32834121461801113,False,False,0.00262664165103188,False,False,2025-08-11T15:11:38.456306+00:00
AXS/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,63.92364088358685,0.15330568564337008,0.6706233869955516,44.24326622435538,29.999979000015145,0.3488067996076009,False,True,-0.002061005770816249,False,False,2025-08-11T15:11:38.474313+00:00
SPX/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,87.07688595414096,0.30401508337162475,1.6834979441966107,33.63248748071405,23.188394034872573,0.2528648689535,False,True,-0.0031316960606559974,False,False,2025-08-11T15:11:38.492246+00:00
WLD/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,76.8916124189189,0.22592096679660045,0.9796777091336939,45.84356354072557,31.33330408891645,0.29404919417831227,False,True,-0.0024345116369656195,False,False,2025-08-11T15:11:38.510005+00:00
COMP/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,59.92307781480655,0.17945434409213948,0.5901778355218606,48.39209269247259,39.215685198000656,0.816562126638707,False,True,-0.0009565716472164087,False,False,2025-08-11T15:11:38.527473+00:00
MOODENG/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,77.4754880293168,0.2744985881218257,1.466679060990831,37.40745709849177,24.46796363422355,0.23933182861625268,False,True,-0.0031041349420171116,False,False,2025-08-11T15:11:38.544718+00:00
RAYSOL/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,54.92338066589164,0.20765714044144742,0.9405532000195487,39.36606614445656,29.054044892868745,0.11435495038073255,False,True,-0.003993437142061129,False,False,2025-08-11T15:11:38.561990+00:00
CFX/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,57.00636486654424,0.21211345285222474,0.5741278170205821,48.90455151213728,46.88769442833095,0.19056693663649277,False,False,-0.0011475328044704414,False,False,2025-08-11T15:11:38.580004+00:00
EGLD/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,77.67883815167899,0.15747461676109806,0.8727894952515242,38.236974992454705,28.82352703806174,0.4020779220765296,False,True,-0.001619905397524768,False,False,2025-08-11T15:11:38.597340+00:00
SEI/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,76.5738168717168,0.21719784164551656,1.6064135059192457,27.535206016328505,11.90472222235556,0.1858787723943135,False,True,-0.0032102728731941976,False,False,2025-08-11T15:11:38.615305+00:00
ETC/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,59.95192832799025,0.1717053151803165,0.6423454041218768,50.63299853958742,40.50632672114558,0.20745119032772635,False,True,-0.0007535795026375469,False,False,2025-08-11T15:11:38.633278+00:00
DIA/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,51.89647052242616,0.19450250597544416,0.8131989044434743,41.628966386580124,31.93273554131939,0.24127023506788545,False,True,-0.00036891293654706114,False,False,2025-08-11T15:11:38.653136+00:00
GAS/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,62.677736558406046,0.11210726976933451,0.5480498359493764,41.62896638657953,30.769214201191957,1.026464418265247,False,True,-0.0015267175572518665,False,False,2025-08-11T15:11:38.670838+00:00
FIL/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,70.13215633046373,0.19973411853342815,0.8346292631379725,44.49012259037969,30.434764083186664,0.5850011523392217,False,True,-0.0023790642347342184,False,False,2025-08-11T15:11:38.693712+00:00
ZEC/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,60.74237774301858,0.1586937005299097,0.6710147478929255,47.016287350965754,41.666665451388546,0.05985749709595554,False,True,0.0010593220338983578,False,False,2025-08-11T15:11:38.714152+00:00
SUI/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,71.20627439151282,0.19554885164704186,1.1608778221809914,37.74635944344403,23.04608571853292,2.3980817253208833,False,True,-0.00543696601226662,False,False,2025-08-11T15:11:38.733057+00:00
UMA/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,64.85886663598009,0.16902937502299598,0.8320252939534251,40.19889787085151,18.18179504135159,0.32258064516119617,False,True,-0.00387596899224818,False,False,2025-08-11T15:11:38.751157+00:00
THETA/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,65.4201465262129,0.2132021430944025,0.7601152286611101,45.16121738340498,32.22217209884353,0.5803949602358001,False,True,-0.0010693916349809873,False,False,2025-08-11T15:11:38.768501+00:00
DYDX/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,62.73292838910302,0.2638093664312423,0.8327776402174962,56.14143066532832,29.999958000058797,1.0085119323910876,False,True,-0.0031496062992125706,False,False,2025-08-11T15:11:38.786172+00:00
APE/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,68.96660584183465,0.14459414887353714,0.5746964678523444,43.92617384532264,31.91479855166409,0.31951431049434037,False,True,-0.0006510416666666297,False,False,2025-08-11T15:11:38.803863+00:00
NEWT/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,72.97584717803646,0.157399908070959,1.061937656343704,34.98080927618583,22.727200413453176,0.3088999191965743,False,True,-0.0031003382187146933,False,False,2025-08-11T15:11:38.821203+00:00
IMX/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,73.4011820327597,0.2071865720131342,1.0998321869620786,36.36813164471241,20.634874779642928,0.33740785667628764,False,True,-0.0024432809773122788,False,False,2025-08-11T15:11:38.838823+00:00
ARB/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,62.934839598070084,0.23807349591610186,1.1406670950856028,37.792227693224746,24.137872770652038,0.5919204404376884,False,True,-0.0028914590747330937,False,False,2025-08-11T15:11:38.856669+00:00
QTUM/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,70.02754885698783,0.10938672666537504,0.3897412022720472,45.24049004447025,37.499967187528355,0.2134287032762549,False,True,-0.000938526513373894,False,False,2025-08-11T15:11:38.874519+00:00
DOT/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,62.252375275296764,0.1789890773145767,0.7234015368642249,47.68600422157116,35.71427380952785,0.4997360623018942,False,True,-0.0010175527855507127,False,False,2025-08-11T15:11:38.895950+00:00
NEO/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,63.913524945079914,0.1674397938645655,0.6047700936842116,43.29850153837768,36.206887812130475,1.0242650792075265,False,True,-0.0012640227524095549,False,False,2025-08-11T15:11:38.915794+00:00
JTO/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,76.97876009860855,0.21017175665481502,0.9351916131319696,35.25442530214573,21.354151095930675,1.0003811266101073,False,True,-0.0033355205599300275,False,False,2025-08-11T15:11:38.933775+00:00
ARKM/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,67.04335830399647,0.20494488022492052,0.8806861742873598,41.05044647496388,31.249931640774207,1.0050931510520704,False,True,-0.0013435700575816778,False,False,2025-08-11T15:11:38.951395+00:00
