symbol,market_type,side,timeframe,regime_ok,mtf_ok,adx_min_cfg,atr_min_pct_cfg,bb_bw_min_pct_cfg,chop_max_cfg,don_len_cfg,breakout_buffer_pct_cfg,volume_mult_cfg,rsi_long_cfg,rsi_short_cfg,mtf_confirm_cfg,adx,atr_pct,bb_bw_pct,chop,rsi,rvol,don_ok,rsi_ok,pchg,pchg_ok,signal_now,ts
KAITO/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,78.67665843943821,0.2164850014799548,2.0809803011693755,33.76102951199497,18.893997026913652,0.06714588031624238,False,True,0.0008328475056216256,False,False,2025-08-11T11:28:04.234113+00:00
NEWT/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,82.67132557919415,0.18163790343016906,1.3328656540862098,40.92067813522614,18.367294460791527,0.2162230671736341,False,True,-0.002789400278940035,False,False,2025-08-11T11:28:04.487619+00:00
ALGO/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,89.10369024183386,0.20764217645310237,2.2865247838408442,31.560857492115314,9.30229529485274,0.09532726660079702,False,True,-0.0015151515151515804,False,False,2025-08-11T11:28:04.740168+00:00
SPX/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,58.97217706968878,0.46217721370956133,1.6092338177166927,51.12260347777763,39.4101728755384,0.07040248751253925,False,True,0.001046601299989014,False,False,2025-08-11T11:28:04.998022+00:00
ERA/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,61.35956936833185,0.1616731538810596,1.1077896256422064,44.97672123979432,27.480886661647205,0.016456261607540896,False,True,0.0007648914810209906,False,False,2025-08-11T11:28:05.253098+00:00
XRP/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,63.41942063761525,0.15917017659661659,1.0502405352548598,39.69019663564092,25.142847085718927,0.19275752344322672,False,True,0.001360880861066338,False,False,2025-08-11T11:28:05.502454+00:00
BSV/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,44.467117235981156,0.18602103790405763,0.4193979565838722,58.51321883904742,46.666665214814806,0.8777429467034612,False,False,-0.001347254968002809,False,False,2025-08-11T11:28:05.757715+00:00
OP/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,74.91165244888506,0.15556957994780884,1.2710159967626675,40.87859893249072,11.111091906755945,0.16586507299671244,False,True,-0.0009049773755654966,False,False,2025-08-11T11:28:06.014518+00:00
EIGEN/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,86.3238280955401,0.21551724370787437,2.3186679946304825,34.31939929382506,18.709668969827064,0.471696223735474,False,True,-0.0023986044483208513,False,False,2025-08-11T11:28:06.276208+00:00
IP/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,62.08733594639749,0.15505047848886244,1.2675384036893285,30.093638488051504,20.368866181960684,1.7655315029911272,False,True,-0.0038910969734090584,False,False,2025-08-11T11:28:06.537126+00:00
PENGU/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,73.12263215319753,0.22430241777867377,2.1836386412889817,34.488371511922715,18.143692504576734,0.2214665510926719,False,True,0.0009077469720155662,False,False,2025-08-11T11:28:06.792730+00:00
ENS/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,79.61504558554515,0.18429764554301284,1.021796955416514,49.74279846650646,29.71576119891249,0.17313448240263538,False,True,-0.0010540369615628098,False,False,2025-08-11T11:28:07.046164+00:00
IO/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,78.1831153637218,0.2020826347954781,1.6077238143108075,39.7801939623543,16.842080443250254,0.22804069411083672,False,True,-0.0014317531021317276,False,False,2025-08-11T11:28:07.302920+00:00
ADA/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,86.94257262712509,0.18397607113788875,1.646446023207012,34.63111649472747,20.17541381966818,0.06582693038358833,False,True,0.0,False,False,2025-08-11T11:28:07.553851+00:00
PNUT/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,78.56612347092147,0.21798368427443787,1.7903725450513104,43.36072692728489,17.567501095941935,0.2134510660956425,False,True,0.0006444077490030953,False,False,2025-08-11T11:28:07.805743+00:00
OMNI/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,74.35865457357956,0.16752193710418475,0.9727010561217353,51.15185266345868,28.84614607988408,0.3056698887848966,False,True,-0.0004453351146737061,False,False,2025-08-11T11:28:08.062315+00:00
XTZ/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,77.3681408295228,0.17922873933134467,1.4357975006049786,36.20654368909591,11.11109382718739,0.20763083398049914,False,True,0.0,False,False,2025-08-11T11:28:08.315155+00:00
ZRO/USDT,,,1m,True,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,46.9909838142176,0.46803336457093697,1.7684176723280918,44.12278180434358,49.999991025642636,0.34091256743294596,False,False,-0.012484897301651254,False,False,2025-08-11T11:41:01.211517+00:00
ZRO/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,46.33228658850185,0.5254110158409766,1.842620476037541,47.42676272120813,51.18420109764703,0.18800816803934625,False,False,-0.012255593630316586,False,False,2025-08-11T11:41:01.493086+00:00
AVAAI/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,52.258710875904505,0.42754122612183637,1.3616995768231368,49.406862066712115,58.33276620921737,0.4587799373237663,False,True,-0.0007194244604317168,False,False,2025-08-11T11:41:01.749673+00:00
ZORA/USDT:USDT,,,1m,True,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,78.22433568593365,0.6977749460459253,5.399649255927925,35.11077431549504,83.5841611177324,0.472246269429261,False,True,0.008595536629603329,False,False,2025-08-11T11:41:02.007765+00:00
STG/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,63.2392318461856,0.34753519661777077,1.9688156285458447,38.674822852264356,69.69682185522615,0.27388370677902024,False,True,0.003560528992879064,False,False,2025-08-11T11:41:02.263557+00:00
LISTA/USDT:USDT,,,1m,True,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,47.48770592516535,0.6172584516000261,2.87910485800897,42.48291392191814,38.72546361977991,0.04563595157813268,False,False,-0.009085580304806551,False,False,2025-08-11T11:41:02.524493+00:00
SOON/USDT:USDT,,,1m,True,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,60.41989462651661,0.6501407233345928,4.829672614530429,34.80105161727848,75.44021627020332,0.30030939407454293,False,True,-0.006338304100306447,False,False,2025-08-11T11:41:02.797363+00:00
OG/USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,47.493624919681075,0.30229461587093565,1.3164487923281418,48.87186116056369,57.22221999691356,0.023033203709174298,False,True,-0.00245022970903519,False,False,2025-08-11T11:41:03.050088+00:00
OG/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,46.23446982543048,0.33137131396560165,1.2919856791944955,50.08439283033729,57.34071799786707,0.1569941497980837,False,True,-0.00260297044862956,False,False,2025-08-11T11:41:03.305162+00:00
MLN/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,55.50605207421269,0.6897445660499978,2.987639863102311,63.60495113589277,47.71480682265573,0.13706469413838632,False,False,-0.007971560917806708,False,False,2025-08-11T11:41:03.566396+00:00
MLN/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,58.67013709200632,0.6202172554869189,2.9596409127470653,58.93660110030976,47.999998656000095,0.23326895676378584,False,False,-0.005387931034482651,False,False,2025-08-11T11:41:03.820471+00:00
BIO/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,64.3215061367357,0.5974107408669316,1.8912757666772022,48.66976378438331,44.067680424194826,0.25327719709923036,False,False,-0.007154818084944448,False,False,2025-08-11T11:41:04.088071+00:00
SANTOS/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,52.6407057786165,0.2535039237945329,0.7004760591121993,42.077401421097605,56.09754182035139,0.06402854622722154,False,True,-0.0010570824524313016,False,False,2025-08-11T11:41:04.343386+00:00
SANTOS/USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,52.347977861480146,0.22162836625363302,0.7032401447553965,33.69620089366867,61.11108734568811,0.12484017382897164,False,True,0.0,False,False,2025-08-11T11:41:04.594261+00:00
LDO/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,52.306690534798925,0.31675935255383164,1.0858092301332674,53.02523848132018,49.99998055556311,0.20757526588541247,False,False,-0.0069979006298110935,False,False,2025-08-11T11:41:04.847762+00:00
LDO/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,52.92940650600522,0.2968962425102562,1.1164567287654275,48.77310910833831,52.647952116157995,0.41300697603723924,False,False,-0.0064371676462356975,False,False,2025-08-11T11:41:05.099936+00:00
ALPINE/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,43.72067048802681,0.3135086832189226,1.0723516750110007,42.433241700234476,39.70147594565187,1.0170403683020357,False,False,-0.0053985154082627496,False,False,2025-08-11T11:41:05.354504+00:00
ASR/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,47.94360369520244,0.20460277022948106,0.8051622235582352,46.77480159201918,61.3861301048924,0.3167615507323928,False,True,-0.0002778549597111102,False,False,2025-08-11T11:41:05.604204+00:00
GMX/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,70.38142328440601,0.375898674377147,1.887983334003603,45.495849201476645,20.66115622794422,0.35843407524566506,False,False,-0.00775882492300406,False,False,2025-08-11T11:41:05.870844+00:00
GMX/USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,66.62064409757458,0.3602361009988603,1.8846484892130242,45.785712662054706,23.076922248520887,0.5847568542031966,False,False,-0.007687758722649263,False,False,2025-08-11T11:41:06.123699+00:00
ASR/USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,46.109581366253636,0.18976423841408063,0.7954862621310461,43.14920595618688,60.78430538254659,0.11292008961895007,False,True,-0.0004166088043325855,False,False,2025-08-11T11:41:06.387691+00:00
ACM/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,65.29687310564394,0.20481893528854822,1.5070996636188665,29.073076363426896,0.0,0.015440392407749678,False,False,-0.0009216589861750224,False,False,2025-08-11T11:41:06.606139+00:00
ZKJ/USDT:USDT,,,1m,True,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,57.49234437704988,0.8149481207792966,3.2626304013298357,35.84368698034518,70.7691545562954,0.43856835150608703,False,True,0.014953987730061513,False,False,2025-08-11T11:41:06.859372+00:00
ENA/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,45.25501369851618,0.2430760263583124,0.8519649746343566,58.37103361342013,46.47884268996264,0.24266941563176364,False,False,-0.0043429705918848205,False,False,2025-08-11T11:41:07.111105+00:00
ENA/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,46.58020265465561,0.24866828766309268,0.832686734260242,59.325550536787674,46.34143176682694,0.21630276281707325,False,False,-0.004340277777777901,False,False,2025-08-11T11:41:07.368815+00:00
SPK/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,51.56196025960062,0.21564450919938005,0.6466128133940079,54.77524270151886,55.974349911384365,0.1771666596089469,False,True,-0.002612427691733532,False,False,2025-08-11T11:41:07.628329+00:00
FARTCOIN/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,49.920334983735444,0.2723571684709581,0.9239783191110488,51.9685290631671,50.214562102838194,0.2732221825796631,False,False,-0.001892241808584827,False,False,2025-08-11T11:41:07.900909+00:00
ATM/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,48.97029975211974,0.0897948606823703,0.4817907226161806,44.336712185817866,54.999961500027005,2.7019739030741476,False,True,0.001244555071561848,False,False,2025-08-11T11:41:08.056909+00:00
CITY/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,76.30035463350157,0.17017118875435705,1.0472883278690042,50.36404220418051,43.99997536001395,0.0,False,False,0.0,False,False,2025-08-11T11:41:08.171932+00:00
LQTY/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,43.557215088348386,0.2940424830786536,0.7543706991091277,60.14428569741255,40.65930938294902,0.1379664461451908,False,False,-0.003087285994947897,False,False,2025-08-11T11:41:08.434171+00:00
CFX/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,64.97321699978886,0.3159726938615422,1.845692731617477,41.42190402341128,39.3595949087893,0.15492990049441516,False,False,-0.002621231979030081,False,False,2025-08-11T11:41:08.690304+00:00
METIS/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,46.567512574836215,0.2191509251202838,0.5863090106981598,53.695916488226835,47.22222038580257,0.04530378942903587,False,False,-0.0016675931072817063,False,False,2025-08-11T11:41:08.945835+00:00
METIS/USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,51.47579791227688,0.18621062982894312,0.5639689881905297,47.107484309954245,48.48484642791534,0.0643207012111648,False,False,-0.0011117287381878782,False,False,2025-08-11T11:41:09.210016+00:00
SSV/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,48.22998633547297,0.26212267586573923,0.6819749997132168,52.62358398510968,52.08332953559032,0.28928161598421764,False,False,-0.0028479210176571845,False,False,2025-08-11T11:41:09.464692+00:00
SSV/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,50.42950127189993,0.20908773825945387,0.6175954689697376,52.529907007438155,52.631575069252364,0.06510852562697075,False,False,-0.0018993352326684976,False,False,2025-08-11T11:41:09.720396+00:00
COW/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,55.011639096230056,0.1773003543380193,0.6730201268477721,59.0417116203271,37.777660247279506,0.15842371847569128,False,False,-0.0009808729769494873,False,False,2025-08-11T11:41:09.993637+00:00
RAY/USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,49.90671551619147,0.24144296562340958,1.502304821944384,38.167511511647625,72.72725421488155,0.7047371314407946,False,True,-0.0006153846153845732,False,False,2025-08-11T11:41:10.254815+00:00
MAGIC/USDT:USDT,,,1m,True,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,83.31659540039227,0.5957597435856671,3.800838059563201,41.488363931494945,15.99997760003096,0.6541379695498701,False,False,-0.013263525305409973,False,False,2025-08-11T11:41:10.507965+00:00
RAYSOL/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,53.35440626813882,0.2395883637228273,1.4429863940046097,41.37097513859725,76.63549396454354,0.2153664394821514,False,True,0.00012317925661320395,False,False,2025-08-11T11:41:10.767475+00:00
ILV/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,51.883241458223175,0.21542397973075933,0.9577107237069529,53.86813757668696,62.9629602423411,0.26661776840536666,False,True,0.0005072422927352438,False,False,2025-08-11T11:41:11.026565+00:00
ILV/USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,57.590063383041844,0.15532944723504225,0.8524871243344765,46.688780401457784,62.49999635416669,0.0,False,True,0.0005640157924420297,False,False,2025-08-11T11:41:11.302464+00:00
B/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,67.84837513573794,0.25708821497273193,1.0011410713164066,35.797321156394155,40.16058611965823,0.23409336441688552,False,False,-0.00010548841134438991,False,False,2025-08-11T11:41:11.563793+00:00
DIA/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,48.964941595323694,0.2820587719376484,1.3036509819586544,37.54293522715333,54.826225190457556,0.3016822754075354,False,True,-0.004692576103958457,False,False,2025-08-11T11:41:11.824037+00:00
SAHARA/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,56.323295731786075,0.22381838661865153,0.5770315857242531,54.002738554642455,50.80175870341044,0.4863362380463343,False,False,-0.002992158481221807,False,False,2025-08-11T11:41:12.096330+00:00
HEI/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,56.24013685480023,0.2085563194607659,1.3365610246685775,39.88934137772177,20.270231921182813,0.39354507928307314,False,False,-0.0035920973857512806,False,False,2025-08-11T11:41:12.350157+00:00
CYBER/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,50.288097512466564,0.2772034065064046,0.5429976002301972,59.04171162032712,51.282032873116556,0.08432898534837145,False,False,-0.002117522498676583,False,False,2025-08-11T11:41:12.613182+00:00
CYBER/USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,43.23430634281305,0.23119808716644155,0.504263667950355,56.38668924432847,51.515129660248206,0.2790501539393772,False,False,-0.0015889830508474256,False,False,2025-08-11T11:41:12.868144+00:00
PROVE/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,52.35685362933986,0.36814621277938975,1.2898574076801432,50.63373955743534,47.41034534372848,0.22655713276630057,False,False,-0.007514650120648003,False,False,2025-08-11T11:41:13.130261+00:00
HYPE/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,70.6644437550575,0.1807639067391019,1.0943528034358139,46.3828591068714,39.15211833384182,0.4464470816439677,False,False,0.0011532234814042308,False,False,2025-08-11T11:41:13.395297+00:00
RPL/USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,48.08746299332158,0.20492580142134767,0.8081138668438588,55.1442068452157,52.17390986767495,1.8911432977418816,False,False,0.001168224299065379,False,False,2025-08-11T11:41:13.871990+00:00
RPL/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,54.211586243045645,0.2806716436278026,0.763506437760807,56.18501010448317,54.83870613943853,0.40407896171839447,False,True,0.0009343611305769883,False,False,2025-08-11T11:41:14.132678+00:00
TRUMP/USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,45.992471351410906,0.20230619685639611,0.5496950950934756,59.700725068678686,53.33332835555602,0.11707641180760575,False,True,-0.0011098779134295356,False,False,2025-08-11T11:41:14.397230+00:00
PENDLE/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,43.64942386565737,0.21191455544669227,0.7066983529409586,57.4058179479644,40.46120999521031,0.34847214813683236,False,False,-0.004212634124225345,False,False,2025-08-11T11:41:14.660034+00:00
PROVE/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,52.17734674266002,0.3835741403471137,1.2844314739158398,50.41045043798987,48.29544173984496,0.19237470272980417,False,False,-0.007102958416660865,False,False,2025-08-11T11:41:14.918152+00:00
BCH/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,58.55219549880207,0.17975557494340927,0.9712597449690278,40.206948931791324,74.91039413993457,0.9557582234237247,False,True,0.0043648839144687646,False,False,2025-08-11T11:41:15.172568+00:00
PENDLE/USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,44.538354944025805,0.21130022993032987,0.7164089864281562,58.7557305031057,39.795912682216304,0.14238777815778067,False,False,-0.004533434076312792,False,False,2025-08-11T11:41:15.431963+00:00
BCH/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,60.82046147034923,0.1711448718691364,0.9778708620435604,36.15537242113185,78.66666651982192,0.9800278897597858,False,True,0.004415760869565188,False,False,2025-08-11T11:41:15.698981+00:00
TRUMP/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,44.20148482242406,0.18013292862358055,0.5218028458011756,55.16560888936889,53.1249941894535,0.5043340048537297,False,True,0.0,False,False,2025-08-11T11:41:15.953636+00:00
YALA/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,51.91191109210131,0.2698981520562789,1.207314992796132,46.27465258356,53.33323377796361,1.050265210357281,False,True,-0.0011894142134999397,False,False,2025-08-11T11:41:16.213968+00:00
ERA/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,44.61279195548109,0.20300037035774587,0.6925390990810867,45.62132056833598,49.68939778561686,0.6782560958872466,False,False,-0.0028574149919040615,False,False,2025-08-11T11:41:16.473692+00:00
TAO/USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,46.10227770437537,0.15759716137867874,0.4696217873310855,51.42078436839445,46.55172402556511,0.3160526418524562,False,False,-0.0024051309460181303,False,False,2025-08-11T11:41:16.733626+00:00
TAO/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,47.61400539245016,0.18111179353185136,0.5051635398031639,56.250630505079684,45.27972016889613,0.14242835817981273,False,False,-0.002245629043468922,False,False,2025-08-11T11:41:16.999442+00:00
PROM/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,65.39292404681977,0.35261916823615336,2.011857554814184,32.028669831156286,72.9508154864283,1.3797196615699463,False,True,0.0005571651437485947,False,False,2025-08-11T11:41:17.252576+00:00
FARM/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,52.92141301070153,0.11850513694945104,0.39020756315969335,52.52990700743896,55.9999968639996,0.05161580613374421,False,True,-0.0010467550593161734,False,False,2025-08-11T11:41:17.372899+00:00
LTC/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,60.582964542074315,0.2954509208517268,1.8282865772484422,34.264233033789324,74.69135770195055,0.48001639689021036,False,True,0.0070933165195461445,False,False,2025-08-11T11:41:17.636361+00:00
LTC/USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,61.214746534178516,0.2723498306920326,1.7931371668033154,33.412431670061224,75.24115721756394,1.113158046776199,False,True,0.006618863761720828,False,False,2025-08-11T11:41:17.900037+00:00
ETHFI/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,50.21382964923405,0.28504091957982075,0.9103523627769099,57.18215748649101,45.55982093291547,0.24171212836184017,False,False,-0.004407443682664103,False,False,2025-08-11T11:41:18.168680+00:00
ETHFI/USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,54.017213497251944,0.26605901405505367,0.8696010640213956,57.82581099583481,47.99997312001526,0.1542048278841687,False,False,-0.004078303425774754,False,False,2025-08-11T11:41:18.427036+00:00
STX/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,40.70165715027696,0.21267874049586027,0.530590149591338,59.34729648755355,45.13884500390086,0.15434625166321134,False,False,-0.003949447077409185,False,False,2025-08-11T11:41:18.700719+00:00
VVV/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,54.385997515742254,0.16144487876867056,0.6332815354405638,52.028014661206285,49.999981578954156,0.17717168705394845,False,False,-0.0006968641114983853,False,False,2025-08-11T11:41:18.953119+00:00
1000000MOG/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,71.65302192428493,0.34331868880837835,1.8634139796816458,45.604550345371784,37.9226924899109,0.9989341704938667,False,False,-0.0038579695649066936,False,False,2025-08-11T11:41:19.217611+00:00
SEI/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,46.98401099411099,0.2650728056045124,0.6761053639357594,54.82711446618232,46.77408792947874,0.20912646761775083,False,False,-0.00352790250160373,False,False,2025-08-11T11:41:19.474384+00:00
SEI/USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,44.86223040772097,0.2519632567061095,0.6410363004534984,53.2005850143458,46.77408792947885,0.30066422306681023,False,False,-0.003206155819172829,False,False,2025-08-11T11:41:19.737148+00:00
ENS/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,55.83248033374703,0.18184065524138338,0.6415210256940158,56.87519142772253,46.39830370852467,0.2732811140120788,False,False,-0.0009498012452949789,False,False,2025-08-11T11:41:20.008062+00:00
ZEC/USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,51.980315658940654,0.17376075328839113,0.5899409372640216,55.67485269086846,49.122805811019006,0.05178081408569945,False,False,0.0,False,False,2025-08-11T11:41:20.268642+00:00
ZRO/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,46.33228658850185,0.5335606019279074,1.8410713676797787,48.05025322876643,52.067174044696976,0.28424510871872927,False,False,-0.011691191292078407,False,False,2025-08-11T11:41:24.579899+00:00
AVAAI/USDT:USDT,,,1m,False,True,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,52.258710875904505,0.4283636184779255,1.3234787738941112,49.406862066712115,55.26264889665496,0.7098046111028012,False,False,-0.0026378896882494063,False,False,2025-08-11T11:41:24.840636+00:00
ZORA/USDT:USDT,,,1m,True,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,78.22433568593365,0.6983209358315637,5.374501782265627,35.11077431549504,83.33315494431642,0.6876471960589983,False,False,0.0078069552874378,False,False,2025-08-11T11:41:25.091944+00:00
STG/USDT:USDT,,,1m,False,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,63.2392318461856,0.3556771632177726,1.8779422000309638,39.35148937252559,66.15370366894572,0.4360649171589868,False,False,0.0010172939979653517,False,False,2025-08-11T11:41:25.359383+00:00
LISTA/USDT:USDT,,,1m,True,False,20.0,0.45,0.6,45.0,20,0.05,1.3,53,43,True,47.48770592516535,0.6333582764847917,2.8999391719930845,43.21465039070877,37.07314541346162,0.16229868191617094,False,True,-0.011137162954279134,False,False,2025-08-11T11:41:25.615824+00:00
